2026-03-11 18:48:19,717 INFO:     127.0.0.1:62322 - "GET /api/system/logs?limit=20 HTTP/1.1" 200 OK
2026-03-11 18:48:19,718 INFO:     127.0.0.1:60597 - "GET /api/license/status HTTP/1.1" 200 OK
2026-03-11 18:48:19,723 INFO:     127.0.0.1:56678 - "GET /api/system/preflight HTTP/1.1" 200 OK
2026-03-11 18:49:08,452 INFO:     connection closed
2026-03-11 18:49:08,960 INFO:     No UI clients for 0s, shutting down app process
2026-03-11 18:52:32,527 INFO:     Started server process [22132]
2026-03-11 18:52:32,527 INFO:     Waiting for application startup.
2026-03-11 18:52:32,529 INFO:     Application startup complete.
2026-03-11 18:52:32,530 INFO:     Uvicorn running on http://127.0.0.1:8787 (Press CTRL+C to quit)
2026-03-11 18:52:33,752 INFO:     127.0.0.1:54634 - "GET / HTTP/1.1" 200 OK
2026-03-11 18:52:33,814 INFO:     127.0.0.1:54634 - "GET /ui/styles.css?v=20260311-6 HTTP/1.1" 200 OK
2026-03-11 18:52:33,819 INFO:     127.0.0.1:58002 - "GET /ui/app.js?v=20260311-6 HTTP/1.1" 200 OK
2026-03-11 18:52:33,875 INFO:     127.0.0.1:58002 - "GET /api/accounts HTTP/1.1" 200 OK
2026-03-11 18:52:34,865 INFO:     127.0.0.1:58002 - "GET /api/system/mt5-discover HTTP/1.1" 200 OK
2026-03-11 18:52:34,878 INFO:     127.0.0.1:55105 - "WebSocket /ws/realtime" [accepted]
2026-03-11 18:52:34,880 INFO:     connection open
2026-03-11 18:52:34,887 INFO:     127.0.0.1:58002 - "GET /api/license/status HTTP/1.1" 200 OK
2026-03-11 18:52:34,888 INFO:     127.0.0.1:54634 - "GET /api/system/logs?limit=20 HTTP/1.1" 200 OK
2026-03-11 18:52:34,893 INFO:     127.0.0.1:53351 - "GET /api/system/preflight HTTP/1.1" 200 OK
2026-03-11 18:53:58,249 INFO:     connection closed
2026-03-11 18:53:58,523 INFO:     No UI clients for 0s, shutting down app process
2026-03-11 19:02:41,195 INFO:     Started server process [39464]
2026-03-11 19:02:41,195 INFO:     Waiting for application startup.
2026-03-11 19:02:41,196 INFO:     Application startup complete.
2026-03-11 19:02:41,197 INFO:     Uvicorn running on http://127.0.0.1:8787 (Press CTRL+C to quit)
2026-03-11 19:02:42,406 INFO:     127.0.0.1:64756 - "GET / HTTP/1.1" 200 OK
2026-03-11 19:02:42,430 INFO:     127.0.0.1:64756 - "GET /ui/styles.css?v=20260311-7 HTTP/1.1" 200 OK
2026-03-11 19:02:42,434 INFO:     127.0.0.1:59797 - "GET /ui/app.js?v=20260311-7 HTTP/1.1" 200 OK
2026-03-11 19:02:42,486 INFO:     127.0.0.1:59797 - "GET /api/accounts HTTP/1.1" 200 OK
